variable_name,data_group,variable1,variable1_definition,variable2,variable2_definition,code1,code1_definition,code2,code2_definition
UHRSWORK_EDUC1_C1_C3,ACS Person,EDUC1,"EDUC1 is a personal variable that indicates respondents' educational attainment, as measured by the highest year of school or degree completed. Re-coded from original variable into 5 categories.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",C1_C3,1-3 years of college,Mean,Average
UHRSWORK_EDUC1_C4_High,ACS Person,EDUC1,"EDUC1 is a personal variable that indicates respondents' educational attainment, as measured by the highest year of school or degree completed. Re-coded from original variable into 5 categories.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",C4_High,4+ years of college,Mean,Average
UHRSWORK_EDUC1_Low-No,ACS Person,EDUC1,"EDUC1 is a personal variable that indicates respondents' educational attainment, as measured by the highest year of school or degree completed. Re-coded from original variable into 5 categories.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",Low-No,N/A or no schooling,Mean,Average
UHRSWORK_EMPSTAT_0,ACS Person,EMPSTAT,"EMPSTAT is a personal variable that indicates whether the respondent was a part of the labor force -- working or seeking work -- and, if so, whether the respondent was currently unemployed.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",0,N/A,Mean,Average
UHRSWORK_EMPSTAT_1,ACS Person,EMPSTAT,"EMPSTAT is a personal variable that indicates whether the respondent was a part of the labor force -- working or seeking work -- and, if so, whether the respondent was currently unemployed.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",1,Employed,Mean,Average
UHRSWORK_EMPSTAT_2,ACS Person,EMPSTAT,"EMPSTAT is a personal variable that indicates whether the respondent was a part of the labor force -- working or seeking work -- and, if so, whether the respondent was currently unemployed.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",2,Unemployed,Mean,Average
UHRSWORK_EMPSTAT_3,ACS Person,EMPSTAT,"EMPSTAT is a personal variable that indicates whether the respondent was a part of the labor force -- working or seeking work -- and, if so, whether the respondent was currently unemployed.",UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",3,Not in labor force,Mean,Average
UHRSWORK_GRADEATT_0,ACS Person,GRADEATT,GRADEATT reports the grade or level of recent schooling for people who attended regular school or college at the time of interview,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",0,N/A,Mean,Average
UHRSWORK_GRADEATT_1,ACS Person,GRADEATT,GRADEATT reports the grade or level of recent schooling for people who attended regular school or college at the time of interview,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",1,Nursery school/preschool,Mean,Average
UHRSWORK_GRADEATT_2,ACS Person,GRADEATT,GRADEATT reports the grade or level of recent schooling for people who attended regular school or college at the time of interview,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",2,Kindergarten,Mean,Average
UHRSWORK_GRADEATT_3,ACS Person,GRADEATT,GRADEATT reports the grade or level of recent schooling for people who attended regular school or college at the time of interview,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",3,Grade 1 to grade 4,Mean,Average
UHRSWORK_GRADEATT_4,ACS Person,GRADEATT,GRADEATT reports the grade or level of recent schooling for people who attended regular school or college at the time of interview,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",4,Grade 5 to grade 8,Mean,Average
UHRSWORK_GRADEATT_5,ACS Person,GRADEATT,GRADEATT reports the grade or level of recent schooling for people who attended regular school or college at the time of interview,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",5,Grade 9 to grade 12,Mean,Average
UHRSWORK_GRADEATT_6,ACS Person,GRADEATT,GRADEATT reports the grade or level of recent schooling for people who attended regular school or college at the time of interview,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",6,College undergraduate,Mean,Average
UHRSWORK_GRADEATT_7,ACS Person,GRADEATT,GRADEATT reports the grade or level of recent schooling for people who attended regular school or college at the time of interview,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",7,Graduate or professional school,Mean,Average
UHRSWORK_RACE1_B,ACS Person,RACE1,RACE1,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",B,Non-Hispanic Black,Mean,Average
UHRSWORK_RACE1_H,ACS Person,RACE1,RACE1,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",H,Hispanic,Mean,Average
UHRSWORK_RACE1_O,ACS Person,RACE1,RACE1,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",O,Other,Mean,Average
UHRSWORK_RACE1_W,ACS Person,RACE1,RACE1,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",W,Non-Hispanic White,Mean,Average
UHRSWORK_SCHLTYPE1_No_NA,ACS Person,SCHLTYPE1,SCHLTYPE indicates whether respondents attending school were enrolled in a public or a private school. Re-coded from SCHLTYPE,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",No_NA,N/A or not enrolled,Mean,Average
UHRSWORK_SCHLTYPE1_Private,ACS Person,SCHLTYPE1,SCHLTYPE indicates whether respondents attending school were enrolled in a public or a private school. Re-coded from SCHLTYPE,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",Private,Private school,Mean,Average
UHRSWORK_SCHLTYPE1_Public,ACS Person,SCHLTYPE1,SCHLTYPE indicates whether respondents attending school were enrolled in a public or a private school. Re-coded from SCHLTYPE,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",Public,Public school,Mean,Average
UHRSWORK_SEX_1,ACS Person,SEX,SEX is a personal variable that indicates whether the respondent is male or female.,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",1,Male,Mean,Average
UHRSWORK_SEX_2,ACS Person,SEX,SEX is a personal variable that indicates whether the respondent is male or female.,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",2,Female,Mean,Average
UHRSWORK_SPEAKENG1_NA,ACS Person,SPEAKENG1,SPEAKENG indicates whether the respondent speaks only English at home.Re-coded from SPEAKENG,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",NA,NA,Mean,Average
UHRSWORK_SPEAKENG1_No,ACS Person,SPEAKENG1,SPEAKENG indicates whether the respondent speaks only English at home.Re-coded from SPEAKENG,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",No,No,Mean,Average
UHRSWORK_SPEAKENG1_Yes,ACS Person,SPEAKENG1,SPEAKENG indicates whether the respondent speaks only English at home.Re-coded from SPEAKENG,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",Yes,Yes,Mean,Average
UHRSWORK_TRANWORK1_50,ACS Person,TRANWORK1,TRANWORK reports the respondent's primary means of transportation to work over the course of the previous week. Re-coded.,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",50,Walked only,Mean,Average
UHRSWORK_TRANWORK1_Auto,ACS Person,TRANWORK1,TRANWORK reports the respondent's primary means of transportation to work over the course of the previous week. Re-coded.,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",Auto,Automobile,Mean,Average
UHRSWORK_TRANWORK1_Bus,ACS Person,TRANWORK1,TRANWORK reports the respondent's primary means of transportation to work over the course of the previous week. Re-coded.,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",Bus,Bus,Mean,Average
UHRSWORK_TRANWORK1_NA,ACS Person,TRANWORK1,TRANWORK reports the respondent's primary means of transportation to work over the course of the previous week. Re-coded.,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",NA,N/A,Mean,Average
UHRSWORK_TRANWORK1_Other,ACS Person,TRANWORK1,TRANWORK reports the respondent's primary means of transportation to work over the course of the previous week. Re-coded.,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",Other,Other,Mean,Average
UHRSWORK_TRANWORK1_Subway,ACS Person,TRANWORK1,TRANWORK reports the respondent's primary means of transportation to work over the course of the previous week. Re-coded.,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",Subway,Subway or elevated,Mean,Average
UHRSWORK_TRANWORK1_WFH,ACS Person,TRANWORK1,TRANWORK reports the respondent's primary means of transportation to work over the course of the previous week. Re-coded.,UHRSWORK,"UHRSWORK reports the number of hours per week that the respondent usually worked, if the person worked during the previous year.",WFH,Worked at home,Mean,Average
